feature_number,network,combined_ID,binary_ID,canopus_annotation,canopus_probability,chemontid,level,SUBCLASS,CHEMONT_STRING,level 1,level 2,level 3,level 4,level 5,level 6,level 7,level 8,characterization scores,C,H,N,O,P,S,NOSC,dG,inchi_binary,inchi_combined,simplified_makeup,benthic_exudate,microbial_accumulite,DayNight,CCA,Dictyota,Pocillopora verrucosa,Porites lobata,Turf,number_exudate_organisms,exudate_type,lability
2517,918,1-Methyl-L-histidine,2,Carbonyl compounds,0.89,CHEMONTID:0001831,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0001831,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,NA,NA,NA,NA,Good,19,29,3,3,0,0,-0.7368421052631575,81.29999999999998,2,"InChI=1S/C7H11N3O2/c1-10-3-5(9-4-10)2-6(8)7(11)12/h3-4,6H,2,8H2,1H3,(H,11,12)",CHON,background,background,Day,NA,NA,NA,NA,1.0824122701448552e-7,1,Turf,labile
2579,84,Azocyclotin,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,14,26,2,1,0,0,-1.2857142857142856,96.94285714285714,2,"InChI=1S/3C6H11.C2H2N3.Sn/c3*1-2-4-6-5-3-1;1-3-2-5-4-1;/h3*1H,2-6H2;1-2H;/q;;;-1;+1",CHON,background,background,Day,0.01131270660969561,NA,NA,NA,NA,1,CCA,labile
2643,1730,Spectral Match to Oleoyl L-carnitine from NIST14,2,Monoalkylamines,0.98,CHEMONTID:0000469,6,CHEMONTID:0002450,CHEMONTID:0000000;CHEMONTID:0004707;CHEMONTID:0000278;CHEMONTID:0002449;CHEMONTID:0002450;CHEMONTID:0000469,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,Primary amines,Monoalkylamines,NA,NA,Bad quality,18,40,6,8,0,0,-0.33333333333333304,69.79999999999998,2,N/A,uncharacterized,background,background,Day,NA,NA,NA,NA,1.513853826393576e-6,1,Turf,labile
2658,21,Octanoylcarnitine,2,Amines,0.83,CHEMONTID:0002449,4,CHEMONTID:0000278,CHEMONTID:0000000;CHEMONTID:0004707;CHEMONTID:0000278;CHEMONTID:0002449,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,NA,NA,NA,NA,Good,16,31,1,4,0,0,-1.25,95.925,2,"InChI=1S/C15H29NO4/c1-5-6-7-8-9-10-15(19)20-13(11-14(17)18)12-16(2,3)4/h13H,5-12H2,1-4H3/t13-/m1/s1",CHON,background,background,Day,NA,NA,NA,0.0019227428495177596,NA,1,Porites lobata,labile
2942,-1,Carbonyl compounds,N/A,Carbonyl compounds,0.92,CHEMONTID:0001831,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0001831,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,NA,NA,NA,NA,Good,20,39,1,5,0,0,-1.2999999999999998,97.35,3,N/A,CHON,background,background,Day,NA,NA,0.024370378781955464,0.0014575547576435618,NA,2,Coral,labile
2978,-1,Adipoyl-L-carnitine,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,20,39,1,5,0,0,-1.2999999999999998,97.35,2,"InChI=1S/C13H23NO6/c1-14(2,3)9-10(8-12(17)18)20-13(19)7-5-4-6-11(15)16/h10H,4-9H2,1-3H3,(H-,15,16,17,18)/t10-/m1/s1",CHON,background,background,Day,NA,NA,0,7.561015376525023e-4,NA,2,Coral,labile
3017,199,Lipids and lipid-like molecules#Organic acids and derivatives,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,20,36,2,6,0,0,-0.9000000000000004,85.95,3,N/A,CHON,background,background,Day,NA,2.4215356758961043e-11,NA,NA,NA,1,Dictyota,labile
3032,17,Palmitoyl 3-carbacyclic phosphatidic acid,2,Carbonyl compounds,0.85,CHEMONTID:0001831,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0001831,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,NA,NA,NA,NA,Good,22,35,1,5,0,0,-1,88.8,2,"InChI=1S/C20H39O5P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-20(21)24-18-19-16-17-26(22,23)25-19/h19H,2-18H2,1H3,(H,22,23)",CHON,background,background,Day,NA,NA,0.02210868994720916,NA,NA,1,Pocillopora verrucosa,labile
3078,21,Oleoyl-L-carnitine,2,Carboxylic acid derivatives,0.88,CHEMONTID:0001093,4,CHEMONTID:0000265,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0000265;CHEMONTID:0001093,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,NA,NA,NA,NA,Good,19,37,1,5,0,0,-1.2631578947368425,96.30000000000001,2,"InChI=1S/C25H47NO4/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-25(29)30-23(21-24(27)28)22-26(2,3)4/h12-13,23H,5-11,14-22H2,1-4H3/b13-12-/t23-/m1/s1",CHON,background,background,Day,NA,NA,0.023616394692330282,3.211377097497249e-5,NA,2,Coral,labile
3119,1907,Cytidine 5'-diphosphocholine,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bad quality,NA,NA,NA,NA,NA,NA,NA,NA,2,"InChI=1S/C14H26N4O11P2/c1-18(2,3)6-7-26-30(22,23)29-31(24,25)27-8-9-11(19)12(20)13(28-9)17-5-4-10(15)16-14(17)21/h4-5,9,11-13,19-20H,6-8H2,1-3H3,(H3-,15,16,21,22,23,24,25)/t9-,11-,12-,13-/m1/s1",uncharacterized,background,background,Day,NA,NA,NA,NA,0,1,Turf,labile
3206,-1,L-Carvone,2,Carbonyl compounds,0.81,CHEMONTID:0001831,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0001831,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,NA,NA,NA,NA,Bad quality,11,17,0,6,0,0,-0.45454545454545414,73.25454545454544,2,"InChI=1S/C10H14O/c1-7(2)9-5-4-8(3)10(11)6-9/h4,9H,1,5-6H2,2-3H3/t9-/m1/s1",uncharacterized,background,background,Day,NA,NA,0.03806289047917655,NA,NA,1,Pocillopora verrucosa,labile
3431,3930,Dimethyl pimelate,2,Carbonyl compounds,0.92,CHEMONTID:0001831,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0001831,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,NA,NA,NA,NA,Good,9,17,1,3,0,0,-0.8888888888888893,85.63333333333334,2,"InChI=1S/C9H16O4/c1-12-8(10)6-4-3-5-7-9(11)13-2/h3-7H2,1-2H3",CHON,background,background,Day,NA,NA,0.0015195016169435847,NA,NA,1,Pocillopora verrucosa,labile
3433,2373,Organic acids and derivatives,3,Primary amines,1,CHEMONTID:0002450,5,CHEMONTID:0002449,CHEMONTID:0000000;CHEMONTID:0004707;CHEMONTID:0000278;CHEMONTID:0002449;CHEMONTID:0002450,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,Primary amines,NA,NA,NA,Good,NA,NA,NA,NA,NA,NA,NA,NA,3,N/A,uncharacterized,background,background,Day,NA,NA,NA,NA,0.022032197399757227,1,Turf,labile
3435,2393,Lipids and lipid-like molecules#Organoheterocyclic compounds#Benzenoids,3,Amines,1,CHEMONTID:0002449,4,CHEMONTID:0000278,CHEMONTID:0000000;CHEMONTID:0004707;CHEMONTID:0000278;CHEMONTID:0002449,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,NA,NA,NA,NA,Good,18,33,1,5,0,0,-1.1111111111111107,91.96666666666665,3,N/A,CHON,background,background,Day,NA,NA,0.0064552643101867995,0.02327978634653721,NA,2,Coral,labile
3472,279,Adipic acid,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,12,22,0,6,0,0,-0.833333333333333,84.04999999999998,2,"InChI=1S/C6H10O4/c7-5(8)3-1-2-4-6(9)10/h1-4H2,(H,7,8)(H,9,10)",CHO,background,background,Day,NA,0.006947470426089577,NA,NA,NA,1,Dictyota,labile
3479,1907,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bad quality,NA,NA,NA,NA,NA,NA,NA,NA,3,N/A,uncharacterized,background,background,Day,NA,NA,NA,NA,0.0015464131790803577,1,Turf,labile
3635,1306,Acetyl-DL-carnitine,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,NA,NA,NA,NA,NA,NA,NA,NA,2,"InChI=1S/C9H17NO4/c1-7(11)14-8(5-9(12)13)6-10(2,3)4/h8H,5-6H2,1-4H3",uncharacterized,background,background,Day,NA,NA,7.214282692140133e-4,0.008371264653425295,NA,2,Coral,labile
3757,-1,Spectral Match to Ile-Leu from NIST14,1,Monoalkylamines,1,CHEMONTID:0000469,6,CHEMONTID:0002450,CHEMONTID:0000000;CHEMONTID:0004707;CHEMONTID:0000278;CHEMONTID:0002449;CHEMONTID:0002450;CHEMONTID:0000469,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,Primary amines,Monoalkylamines,NA,NA,Good,12,24,2,3,0,0,-1,88.8,1,N/A,CHON,background,background,Day,NA,NA,NA,NA,0.020048838436195395,1,Turf,labile
3780,-1,trans-Traumatic acid,2,Carbonyl compounds,0.94,CHEMONTID:0001831,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0001831,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,NA,NA,NA,NA,Good,14,25,1,4,0,0,-1,88.8,2,"InChI=1S/C12H20O4/c13-11(14)9-7-5-3-1-2-4-6-8-10-12(15)16/h7,9H,1-6,8,10H2,(H,13,14)(H,15,16)/b9-7+",CHON,background,background,Day,NA,0.026164308452790733,NA,NA,NA,1,Dictyota,labile
3819,308,Organoheterocyclic compounds,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,N/A,uncharacterized,background,background,Day,NA,NA,NA,NA,0.02714684306279287,1,Turf,labile
3836,918,Organoheterocyclic compounds,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,NA,NA,NA,NA,NA,NA,NA,NA,3,N/A,uncharacterized,background,background,Day,NA,NA,NA,NA,1.4252561463594598e-7,1,Turf,labile
3850,-1,DL-.alpha.-Aminopimelic acid,2,Amines,0.98,CHEMONTID:0002449,4,CHEMONTID:0000278,CHEMONTID:0000000;CHEMONTID:0004707;CHEMONTID:0000278;CHEMONTID:0002449,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,NA,NA,NA,NA,Good,13,26,2,3,0,0,-1.0769230769230766,90.99230769230769,2,"InChI=1S/C7H13NO4/c8-5(7(11)12)3-1-2-4-6(9)10/h5H,1-4,8H2,(H,9,10)(H,11,12)",CHON,background,background,Day,0.043508317857517624,0.017277310508294886,NA,NA,0.020752248412497638,3,Algae,labile
3860,21,L-Arachidonoylcarnitine,2,Carboxylic acid derivatives,0.97,CHEMONTID:0001093,4,CHEMONTID:0000265,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0000265;CHEMONTID:0001093,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,NA,NA,NA,NA,Good,21,39,1,5,0,0,-1.2380952380952381,95.58571428571429,2,N/A,CHON,background,background,Day,NA,NA,3.6059787586502716e-7,0.014343261519595418,NA,2,Coral,labile
3996,-1,Monocarboxylic acids and derivatives,N/A,Monocarboxylic acids and derivatives,0.92,CHEMONTID:0001137,4,CHEMONTID:0000265,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0000265;CHEMONTID:0001137,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Monocarboxylic acids and derivatives,NA,NA,NA,NA,Bad quality,12,15,1,3,0,0,-0.5,74.55,3,N/A,uncharacterized,background,background,Day,NA,NA,0.030860614592966757,NA,NA,1,Pocillopora verrucosa,labile
4007,1306,2-Hexyl-4-pentynoic acid,2,Amines,0.89,CHEMONTID:0002449,4,CHEMONTID:0000278,CHEMONTID:0000000;CHEMONTID:0004707;CHEMONTID:0000278;CHEMONTID:0002449,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,NA,NA,NA,NA,Good,19,35,1,5,0,0,-1.1578947368421053,93.3,2,"InChI=1S/C11H18O2/c1-3-5-6-7-9-10(8-4-2)11(12)13/h2,10H,3,5-9H2,1H3,(H,12,13)",CHON,background,background,Day,NA,NA,0.00786471059983557,NA,NA,1,Pocillopora verrucosa,labile
4136,21,Carboxylic acid derivatives,N/A,Carboxylic acid derivatives,0.86,CHEMONTID:0001093,4,CHEMONTID:0000265,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0000265;CHEMONTID:0001093,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,NA,NA,NA,NA,Bad quality,20,39,1,5,0,0,-1.2999999999999998,97.35,3,N/A,uncharacterized,background,background,Day,NA,NA,1.7008632263288478e-5,2.2676676987265665e-8,NA,2,Coral,labile
4205,21,Oleoyl-L-carnitine,2,Carboxylic acid derivatives,0.89,CHEMONTID:0001093,4,CHEMONTID:0000265,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0000265;CHEMONTID:0001093,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,NA,NA,NA,NA,Good,21,41,1,5,0,0,-1.333333333333333,98.29999999999998,2,"InChI=1S/C25H47NO4/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-25(29)30-23(21-24(27)28)22-26(2,3)4/h12-13,23H,5-11,14-22H2,1-4H3/b13-12-/t23-/m1/s1",CHON,background,background,Day,NA,NA,7.067795532614655e-12,0.017789001960602898,NA,2,Coral,labile
4227,813,Lipids and lipid-like molecules,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bad quality,16,34,2,3,0,0,-1.375,99.4875,3,N/A,uncharacterized,background,background,Day,NA,NA,0.003728362283353543,NA,NA,1,Pocillopora verrucosa,labile
4263,-1,Carbonyl compounds,N/A,Carbonyl compounds,0.96,CHEMONTID:0001831,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0001831,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,NA,NA,NA,NA,Good,21,33,1,6,0,0,-0.8571428571428568,84.72857142857141,3,N/A,CHON,background,background,Day,NA,NA,0.0022382390792374087,NA,NA,1,Pocillopora verrucosa,labile
4277,21,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,11,21,1,4,0,0,-0.9090909090909092,86.2090909090909,3,N/A,CHON,background,background,Day,NA,0.020398475547061513,NA,NA,NA,1,Dictyota,labile
4315,3585,3-Cyclohexyl-L-alaninamide,2,Amines,0.94,CHEMONTID:0002449,4,CHEMONTID:0000278,CHEMONTID:0000000;CHEMONTID:0004707;CHEMONTID:0000278;CHEMONTID:0002449,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,NA,NA,NA,NA,Good,16,35,1,3,0,0,-1.625,106.6125,2,"InChI=1S/C9H18N2O/c10-8(9(11)12)6-7-4-2-1-3-5-7/h7-8H,1-6,10H2,(H2,11,12)/t8-/m0/s1",CHON,background,background,Day,NA,NA,NA,NA,2.0966547631931267e-5,1,Turf,labile
4357,4993,Acetoxyacetone,2,Monocarboxylic acids and derivatives,0.9,CHEMONTID:0001137,4,CHEMONTID:0000265,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0000265;CHEMONTID:0001137,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Monocarboxylic acids and derivatives,NA,NA,NA,NA,Good,12,13,1,2,0,0,-0.5,74.55,2,"InChI=1S/C5H8O3/c1-4(6)3-8-5(2)7/h3H2,1-2H3",CHON,background,background,Day,NA,NA,0.025837758031068362,NA,NA,1,Pocillopora verrucosa,labile
4360,-1,Carboxylic acid derivatives,N/A,Carboxylic acid derivatives,0.99,CHEMONTID:0001093,4,CHEMONTID:0000265,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0000265;CHEMONTID:0001093,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,NA,NA,NA,NA,Good,19,28,0,5,0,0,-0.9473684210526319,87.30000000000001,3,N/A,CHO,background,background,Day,NA,0.0010601700611280417,NA,NA,NA,1,Dictyota,labile
4387,-1,Monoalkylamines,N/A,Monoalkylamines,0.95,CHEMONTID:0000469,6,CHEMONTID:0002450,CHEMONTID:0000000;CHEMONTID:0004707;CHEMONTID:0000278;CHEMONTID:0002449;CHEMONTID:0002450;CHEMONTID:0000469,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,Primary amines,Monoalkylamines,NA,NA,Good,16,29,1,8,0,0,-0.625,78.1125,3,N/A,CHON,background,background,Day,NA,0.022608040089397,NA,NA,NA,1,Dictyota,labile
4500,-1,Spectral Match to L-Tryptophan from NIST14,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,11,9,1,2,0,0,-0.18181818181818166,65.48181818181817,1,N/A,CHON,background,background,Day,NA,NA,NA,NA,0.039916540508702004,1,Turf,labile
4709,231,Organic acids and derivatives#Lipids and lipid-like molecules,3,Carbonyl compounds,0.99,CHEMONTID:0001831,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0001831,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,NA,NA,NA,NA,Low probability,36,38,4,7,0,0,-0.33333333333333304,69.79999999999998,3,N/A,uncharacterized,background,background,Day,NA,0.010481170845314008,NA,NA,NA,1,Dictyota,labile
4783,21,L-Arachidonoylcarnitine,2,Carbonyl compounds,0.82,CHEMONTID:0001831,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0001831,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,NA,NA,NA,NA,Good,21,37,1,4,0,0,-1.2380952380952381,95.58571428571429,2,N/A,CHON,background,background,Day,NA,NA,0.040836888858606694,NA,NA,1,Pocillopora verrucosa,labile
4831,-1,Amines,N/A,Amines,0.96,CHEMONTID:0002449,4,CHEMONTID:0000278,CHEMONTID:0000000;CHEMONTID:0004707;CHEMONTID:0000278;CHEMONTID:0002449,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,NA,NA,NA,NA,Good,13,25,1,4,0,0,-1.0769230769230766,90.99230769230769,3,N/A,CHON,background,background,Day,NA,0.02174930685853439,NA,NA,NA,1,Dictyota,labile
4908,2035,Benzenoids#Organoheterocyclic compounds,3,Amines,0.84,CHEMONTID:0002449,4,CHEMONTID:0000278,CHEMONTID:0000000;CHEMONTID:0004707;CHEMONTID:0000278;CHEMONTID:0002449,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,NA,NA,NA,NA,Good,16,29,1,6,0,0,-0.875,85.2375,3,N/A,CHON,background,background,Day,NA,NA,0.048835376438492846,NA,NA,1,Pocillopora verrucosa,labile
5042,933,L-Phenylalanine,1,Amphetamines and derivatives,0.98,CHEMONTID:0000188,5,CHEMONTID:0000186,CHEMONTID:0000000;CHEMONTID:0002448;CHEMONTID:0002279;CHEMONTID:0000186;CHEMONTID:0000188,Organic compounds,Benzenoids,Benzene and substituted derivatives,Phenethylamines,Amphetamines and derivatives,NA,NA,NA,Good,9,11,1,2,0,0,-0.44444444444444464,72.96666666666667,1,"InChI=1S/C9H11NO2/c10-8(9(11)12)6-7-4-2-1-3-5-7/h1-5,8H,6,10H2,(H,11,12)/t8-/m0/s1",CHON,background,background,Day,NA,NA,NA,NA,0.016458722033727224,1,Turf,labile
5056,5393,Treprostinil,2,Amines,0.98,CHEMONTID:0002449,4,CHEMONTID:0000278,CHEMONTID:0000000;CHEMONTID:0004707;CHEMONTID:0000278;CHEMONTID:0002449,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,NA,NA,NA,NA,Good,13,27,1,1,0,0,-1.6923076923076925,108.53076923076924,2,"InChI=1S/C23H34O5/c1-2-3-4-7-17(24)9-10-18-19-11-15-6-5-8-22(28-14-23(26)27)20(15)12-16(19)13-21(18)25/h5-6,8,16-19,21,24-25H,2-4,7,9-14H2,1H3,(H,26,27)/t16-,17-,18+,19-,21+/m0/s1",CHON,background,background,Day,4.2773020732489095e-4,NA,NA,NA,NA,1,CCA,labile
5125,427,Alkaloids and derivatives#Benzenoids,3,Carbonyl compounds,0.98,CHEMONTID:0001831,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0001831,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,NA,NA,NA,NA,Good,18,31,1,6,0,0,-0.8888888888888893,85.63333333333334,3,N/A,CHON,background,background,Day,NA,NA,NA,NA,0.004189732774760014,1,Turf,labile
5472,148,Benzenoids#Organic oxygen compounds#Organoheterocyclic compounds,3,Carbonyl compounds,0.85,CHEMONTID:0001831,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0001831,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,NA,NA,NA,NA,Good,14,31,7,6,0,0,0.1428571428571428,56.22857142857143,3,N/A,CHON,background,background,Day,0.006078145983482214,NA,NA,NA,NA,1,CCA,labile
5696,1332,Organic acids and derivatives#Lipids and lipid-like molecules,3,Alcohols and polyols,0.99,CHEMONTID:0000129,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0000129,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,NA,NA,NA,NA,Low probability,29,46,2,12,0,0,-0.5517241379310347,76.02413793103449,3,N/A,uncharacterized,background,background,Day,NA,NA,NA,NA,0.012746793061578594,1,Turf,labile
5811,148,5-(Tetradecyloxy)-2-furoic acid,2,Carbonyl compounds,0.86,CHEMONTID:0001831,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0001831,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,NA,NA,NA,NA,Good,18,32,0,8,0,0,-0.8888888888888893,85.63333333333334,2,"InChI=1S/C19H32O4/c1-2-3-4-5-6-7-8-9-10-11-12-13-16-22-18-15-14-17(23-18)19(20)21/h14-15H,2-13,16H2,1H3,(H,20,21)",CHO,background,background,Day,NA,NA,1.1905296752228366e-5,NA,NA,1,Pocillopora verrucosa,labile
5944,-1,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,14,25,1,5,0,0,-0.8571428571428568,84.72857142857141,3,N/A,CHON,background,background,Day,NA,0.003671863423661914,NA,NA,NA,1,Dictyota,labile
6109,599,Jasmonic acid,2,Carbonyl compounds,0.97,CHEMONTID:0001831,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0001831,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,NA,NA,NA,NA,Good,14,18,2,2,0,0,-0.5714285714285712,76.58571428571427,2,"InChI=1S/C12H18O3/c1-2-3-4-5-10-9(8-12(14)15)6-7-11(10)13/h3-4,9-10H,2,5-8H2,1H3,(H,14,15)/b4-3-/t9-,10-/m1/s1",CHON,background,background,Day,NA,0.014787255772230324,NA,NA,NA,1,Dictyota,labile
6142,1291,"Monolinolenin (9c,12c,15c)",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,19,37,1,6,0,0,-1.1578947368421053,93.3,2,"InChI=1S/C21H36O4/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-21(24)25-19-20(23)18-22/h3-4,6-7,9-10,20,22-23H,2,5,8,11-19H2,1H3/b4-3-,7-6-,10-9-",CHON,background,background,Day,NA,NA,NA,0.02630181152358197,NA,1,Porites lobata,labile
6218,-1,3-Cyclohexyl-L-alaninamide,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,16,35,1,3,0,0,-1.625,106.6125,2,"InChI=1S/C9H18N2O/c10-8(9(11)12)6-7-4-2-1-3-5-7/h7-8H,1-6,10H2,(H2,11,12)/t8-/m0/s1",CHON,background,background,Day,NA,NA,NA,0.046475508594621344,NA,1,Porites lobata,labile
6531,-1,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bad quality,23,24,6,1,0,0,-0.17391304347826075,65.25652173913043,3,N/A,uncharacterized,background,background,Day,0.023840837090743236,NA,NA,NA,NA,1,CCA,labile
6640,608,"NCGC00380135-01!(3aS,6S,7R,8aR)-8-hydroxy-6,8-dimethyl-3-methylidenespiro[4,5,6,8a-tetrahydro-3aH-cyclohepta[b]furan-7,5'-oxolane]-2,2'-dione",2,Carbonyl compounds,0.99,CHEMONTID:0001831,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0001831,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,NA,NA,NA,NA,Good,21,31,1,6,0,0,-0.7619047619047619,82.0142857142857,2,"InChI=1S/C15H20O5/c1-8-4-5-10-9(2)13(17)19-12(10)14(3,18)15(8)7-6-11(16)20-15/h8,10,12,18H,2,4-7H2,1,3H3/t8-,10-,12+,14?,15+/m0/s1",CHON,background,background,Day,NA,NA,NA,NA,4.445607520949937e-6,1,Turf,labile
695,107,Dimethyl suberate,2,Carbonyl compounds,0.99,CHEMONTID:0001831,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0001831,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,NA,NA,NA,NA,Good,9,17,1,3,0,0,-0.8888888888888893,85.63333333333334,2,"InChI=1S/C10H18O4/c1-13-9(11)7-5-3-4-6-8-10(12)14-2/h3-8H2,1-2H3",CHON,background,background,Day,0.042348797660957595,NA,NA,NA,0.048315375700833,2,Algae,labile
7019,-1,12-epi-Leukotriene B4,2,Monocarboxylic acids and derivatives,0.82,CHEMONTID:0001137,4,CHEMONTID:0000265,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0000265;CHEMONTID:0001137,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Monocarboxylic acids and derivatives,NA,NA,NA,NA,Good,9,19,2,4,1,0,-1.1111111111111107,91.96666666666665,2,"InChI=1S/C20H32O4/c1-2-3-4-5-6-9-13-18(21)14-10-7-8-11-15-19(22)16-12-17-20(23)24/h6-11,14-15,18-19,21-22H,2-5,12-13,16-17H2,1H3,(H,23,24)/b8-7+,9-6-,14-10+,15-11-/t18?,19-/m1/s1",CHONP,background,background,Day,NA,0.020752248412497638,NA,NA,NA,1,Dictyota,labile
